@id,name,place,type,@geometry,lon,lat,landuse,name:kn,operator,short_name,admin_level,boundary,is_in,website,source,alt_name,wikipedia,name:ml,old_name,addr:postcode,name:ta,name:kn:iso15919,wikidata,@relations,addr:city,official_name,name:en,note,fixme,full_name,schools_nearby,parks_nearby,metro_nearby_km,avg_rent,safety_score
node/960168729,Gandhinagar,neighbourhood,,,77.5952828,13.0987546,,ಗಾಂಧಿನಗರ,,,,,Yelahanka,,,,,,,,,,,,,,,,,,6,1,3.03,20000,5.2
node/961374022,Jagadish Nagar,neighbourhood,,,77.6648221,12.9682545,,ಜಗದೀಶ ನಗರ,,,,,Bangalore,,,,,,,,ஜகதீஷ் நகர்,,,,,,,,,,7,5,1.98,60000,4.9
node/986269817,Immadihalli,neighbourhood,,,77.762046,12.9663991,,ಇಮ್ಮಡಿಹಳ್ಳಿ,,,,,,,,,,,,,,,,,,,,,,,8,7,4.07,50000,9.1
node/1007655139,Valmiki Nagar,neighbourhood,,,77.55459,12.9567265,,ವಾಲ್ಮೀಕಿನಗರ,,,,,,,,,,,,,வால்மிகி நகர்,,,,,,,,,,14,8,0.91,15000,7.5
way/1066116298,Koramangala 4th Block,neighbourhood,,center,77.628742,12.9332912,,ಕೋರಮಂಗಲ ೪ನೇ ಬ್ಲಾಕ್,,,,,,,,,,,,,,,,,,,,,,,9,7,0.54,75000,6.7
node/1099038300,Vakil Marina Layout,neighbourhood,,,77.6176267,12.9015883,,ವಕಿಲ್ ಮರಿನ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,10,9,3.63,80000,5.1
way/1126717606,Koramangala 1st Block,neighbourhood,,center,77.6330434,12.9271513,,ಕೋರಮಂಗಲ ೧ನೇ ಬ್ಲಾಕ್,,,,,Koramangala,,,,,,,,,,,,,,,,,,10,3,2.43,30000,6.1
way/1130963781,Kundalahalli Colony,neighbourhood,,center,77.7117446,12.9704116,,ಕುಂದಲಹಳ್ಳಿ ಕಾಲೋನಿ,,,,,,,,,,,,,,,,,,,,,,,15,10,4.51,80000,5.8
way/1137668047,Ashraya Layout 2nd Stage,neighbourhood,,center,77.7056471,12.9829804,residential,,,,,,,,,,,,,,,,,,,,,,,,5,5,4.36,40000,8.6
node/1232740569,Eshwara Layout,neighbourhood,,,77.6337669,12.9743818,,ಈಶ್ವರ ಬಡಾವಣೆ,,,,,,,,,,,,,,,,,,,,,,,3,4,3.47,15000,9.4
node/1232740599,LBS Nagar,neighbourhood,,,77.6322716,12.9764755,,ಎಲ್ ಬಿ ಎಸ್ ನಗರ,,,,,,,,,,,,,,,,,,,,,,,14,2,4.84,40000,5.7
node/1232839896,Dollars Colony,neighbourhood,,,77.5678155,13.0413668,,ಡಾಲರ್ಸ್ ಕಾಲೋನಿ,,,,,,,,HIG Colony,en:Dollars Colony,,,,,,,[object Object],,,,,,,4,3,1.77,30000,7.5
way/1237434589,Ashwini Layout,neighbourhood,,center,77.6289603,12.9396686,,ಅಶ್ವಿನಿ ಬಡಾವಣೆ,,,,,,,,,,,,,அஸ்வினி லேஅவுட்,,,,,,,,,,9,4,2.4,40000,4.7
way/1251167009,AECS Layout E Block,neighbourhood,,center,77.7149464,12.9618502,,,,,,,,,,,,,,,,,,,,,,,,,14,1,1.14,15000,8.5
way/1264203190,NPKL Block 1 Sector M,neighbourhood,,center,77.4664979,12.9650843,,,,,,,,,,,,,,,,,,,,,,,,,9,7,1.81,50000,9.1
way/1264203191,NPKL Block 1 Sector J,neighbourhood,,center,77.4651669,12.9676921,,,,,,,,,,,,,,,,,,,,,,,,,15,5,3.28,75000,6.2
way/1269088656,NPKL Block 1 Sector I,neighbourhood,,center,77.4632075,12.970752,,,,,,,,,,,,,,,,,,,,,,,,,5,8,4.88,80000,7.3
node/1278162245,Venkatpura,neighbourhood,,,77.6344738,12.9225582,,ವೆಂಕಟಪುರ,,,,,,,,,,,,,வெங்கடபுரா,,,,,,,,,,4,9,4.36,15000,6.0
node/1278162259,ST Bed Layout,neighbourhood,,,77.6324307,12.9347699,,ಎಸ್‌ಟಿ ಬೆಡ್ ಲೇಔಟ್,,,,,,,,Sinivagilu Tank Bed Layout,,,,,,,,,,,,,,,13,3,3.92,20000,6.2
node/1285970570,NGEF Layout,neighbourhood,,,77.5093895,12.9592694,,ಎನ್‌ಜಿಇಎಫ್ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,14,5,4.1,60000,4.5
way/1290198683,Sri Balaji Layout,neighbourhood,,center,77.6688178,12.9201205,,,,,,,,,,,,,,,,,,,,,,,,,3,7,2.45,60000,5.6
way/1297667914,Singapore Gardens,neighbourhood,,center,77.5491268,12.8855481,residential,ಸಿಂಗಾಪುರ ಗಾರ್ಡನ್ಸ್,,,,,"Bangalore, Karnataka, India",,,,,,,,,,,,,,,,,,12,1,3.23,20000,5.3
way/1306885067,Prestige Shantiniketan,neighbourhood,,center,77.7286826,12.992357,,,,,,,,,,,,,,,ப்ரிஸ்டீஜ் சாந்திநிகேத்தன்,,,,,,,,,,7,9,2.31,75000,8.5
way/1313999540,Anakappa Layout,neighbourhood,,center,77.684139,12.9883724,,,,,,,,,,,,,,,,,,,,,,,,,13,3,3.92,30000,9.1
way/1322037921,Dr. A P J Abdul Kalam Enclave,neighbourhood,,center,77.7027661,12.9675503,,,,,,,,,,Doddanekkundi Extension,,,,,,,,,,,,,,,7,8,4.76,60000,6.8
way/1343707034,Sobha Ayana,neighbourhood,,center,77.7242361,12.9319092,construction,,,,,,,https://www.sobha.com/bengaluru/sobha-ayana-panathur-road/,,,,,,,,,,,,,,,,,14,5,4.63,50000,5.5
node/1370044733,Green Domain Layout,neighbourhood,,,77.7148942,12.9728468,,ಗ್ರೀನ್ ಡೊಮೆನ್ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,7,10,2.91,20000,4.2
way/1379298953,Nanjappa Layout,neighbourhood,,center,77.5573107,13.0683784,,ನೆಂಜಪ್ಪ ಲೆಔಟ್,,,,,,,,,,,,,,,,,,,,,,,13,10,2.43,75000,6.4
node/1405583404,Akshaynagar Layout,neighbourhood,,,77.6145886,12.8731964,,ಅಕ್ಷಯನಗರ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,7,7,4.54,60000,6.3
node/1420058875,Domlur Village,neighbourhood,,,77.635802,12.9624344,,ದೊಮ್ಮಲೂರು ಗ್ರಾಮ,,,,,,,,,,,,,,,,,,,,,,,4,4,3.72,60000,4.4
node/1420066610,Doopanahalli,neighbourhood,,,77.6396382,12.9674584,,ದೂಪನಹಳ್ಳಿ,,,,,,,,,,,,,தூப்பனஹல்லி,,,,,,,,,,5,6,1.39,80000,4.5
node/1433644252,Dattatreya Nagara,neighbourhood,,,77.5392611,12.9265788,,ದತ್ತಾತ್ರೇಯ ನಗರ,,,,,,,,,,,,,,,,,,,,,,,8,6,3.04,50000,5.8
node/1440229422,Basaveshwaranagar 2nd Stage,neighbourhood,,,77.5385709,12.986475,,ಬಸವೇಶ್ವರ ನಗರ ೨ನೆ ಹಂತ,,,,,,,,Basaveshwaranagar,,,,,,,,,,,,,,,7,9,1.99,20000,6.0
node/1456740144,Ashwath Nagar,neighbourhood,,,77.5794033,13.0254406,,ಅಶ್ವತ್ ನಗರ,,,,,,,,,,,,,,,,,,,,,,,9,7,3.19,80000,8.8
node/1457440309,Garudacharpalya,neighbourhood,,,77.7005156,12.993425,,ಗರುಡಚಾರ್ ಪಾಳ್ಯ,,,,,,,,,en:Garudacharpalya,ഗരുഡചാര് പാല്യ,,,,,Q24931939,,,,,,,,10,10,2.81,15000,5.5
node/1457470051,Prashanth Extension,neighbourhood,,,77.7489244,12.983525,,ಪ್ರಶಾಂತ್ ಎಕ್ಸ್‌ಟೆನ್ಶನ್,,,,,,,,,,പ്രശാന്ത് എക്സ്റ്റൻഷൻ,,,,,,,,,,,,,7,9,3.44,50000,7.4
node/1459472864,Thubarahalli,neighbourhood,,,77.7213154,12.9547872,,ತೂಬರಹಳ್ಳಿ,,,,,,,,,,,,,,,,,,,,,,,5,7,4.65,80000,6.8
node/1459472876,Siddapura,neighbourhood,,,77.7309743,12.9542596,,ಸಿದ್ದಾಪುರ,,,,,"Whitefield, Bangalore, Karnataka, India",,,,,,,,சித்த்ப்புரா,,,,,,,,,,6,6,2.93,50000,8.7
node/1460725252,Manjunath Nagar,neighbourhood,,,77.6543602,12.9536329,,ಮಂಜುನಾಥ ನಗರ,,,,,,,,,,,,,மஞ்சுநாத் நகர்,,,,,,,,,,13,7,0.56,80000,6.1
node/1471872391,R. Narayanapura,neighbourhood,,,77.7415588,12.9643292,,ಆರ್. ನಾರಾಯಣಪುರ,,,,,,,,,,,,,,,,,,,,,,,15,7,4.0,30000,6.7
node/1472934965,Yelenahalli,neighbourhood,,,77.6159019,12.8669074,,ಎಲೇನಹಳ್ಳಿ,,,,,,,,,,,,,எலனஹள்ளி,,,,,,,,,,14,1,3.35,75000,9.1
node/1473221118,Cambridge Layout,neighbourhood,,,77.6277757,12.9701231,,ಕ್ಯಾಂಬ್ರಿಜ್ ಬಡಾವಣೆ,,,,,,,,,,,,,,,,,,,,,,,4,8,4.11,20000,8.9
node/1483255832,Udaya Nagar,neighbourhood,,,77.6724503,12.9963615,,ಉದಯನಗರ,,,,,,,,,,ഉദയനഗർ,,,,,,,,,,,,,11,5,3.79,30000,7.0
node/1485730749,Sai Layout,neighbourhood,,,77.7522339,12.9728917,,ಸಾಯಿ ಲೇಔಟ್,,,,,"Whitefield, Bangalore, Karnataka, India",,,,,,,560066.0,,,,,,,,,,,8,9,4.63,30000,9.4
node/1489288914,Tigalarapalya,neighbourhood,,,77.7220587,12.9933277,,ತಿಗಲಾರಪಾಳ್ಯ,,,,,,,,,,,,,,,,,,,,,,,11,9,1.87,40000,8.4
node/1497218663,Kadugodi Colony,neighbourhood,,,77.7497624,12.9921197,,ಕಾಡುಗೋಡಿ ಕಾಲೋನಿ,,,,,,,,,,,,,,,,,,,,,,,10,6,3.79,75000,8.0
node/1497326585,Maithri Layout,neighbourhood,,,77.7559192,12.9848621,,ಮೈತ್ರಿ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,7,7,4.79,20000,4.5
node/1584511575,Vinayaka Layout,neighbourhood,,,77.7521212,12.9688091,,ವಿನಾಯಕ ಬಡಾವಣೆ,,,,,"Whitefield, Bangalore, Karnataka, India",,,,,,,560066.0,,,,,,,,,,,6,6,0.95,75000,5.7
node/1588150107,Pantarapalya,neighbourhood,,,77.5285915,12.9407019,,ಪಂತರಪಾಳ್ಯ,,,,,,,,,,,,,,,,,,,,,,,14,2,4.89,75000,7.4
node/1588150122,Pushpagiri Nagar,neighbourhood,,,77.5333268,12.9297622,,ಪುಷ್ಪಗಿರಿ ನಗರ,,,,,,,,,,,,,,,,,,,,,,,9,9,4.4,50000,8.2
node/1589241314,Andrahalli,neighbourhood,,,77.4830332,13.0085936,,ಅಂದ್ರಹಳ್ಳಿ,,,,,,,,,,,,,,,,,,,,,,,3,5,4.93,75000,5.2
node/1616772424,Rajajinagar 1st Block,neighbourhood,,,77.5511533,13.0031286,,ರಾಜಾಜಿನಗರ ೧ನೇ ಬ್ಲಾಕ್,,,,,,,,,,,,,,,,,,,,,,,10,6,1.33,60000,8.9
node/1616772428,Rajajinagar 5th Block,neighbourhood,,,77.5518985,12.9833269,,ರಾಜಾಜಿನಗರ 5ನೇ ಬ್ಲಾಕ್,,,,,,,,,,,,,,,,,,,,,,,14,9,0.41,50000,7.0
node/1616772430,Rajajinagar 3rd Block,neighbourhood,,,77.5526874,12.9881787,,ರಾಜಾಜಿನಗರ ೩ನೇ ಬ್ಲಾಕ್,,,,,,,,,,,,,,,,,,,,,,,4,2,4.95,80000,8.0
node/1619884911,Postal Colony,neighbourhood,,,77.5771223,13.0351918,,ಪೊಷ್ಟಲ್ ಕಾಲೋನಿ,,,,,,,,,,,,,,,,,,,,,,,8,1,0.89,75000,6.0
node/1619884912,KEB Layout,neighbourhood,,,77.5804761,13.0309281,,ಕೆಇಬಿ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,10,4,3.8,15000,8.6
node/1619884913,RMV 2nd Stage 1st Block,neighbourhood,,,77.5781101,13.0222132,,ಆರ್‌ಎಂವಿ ೨ನೇ ಹಂತ - ೧ನೇ ಬ್ಲಾಕ್,,,,,,,,,,,,,,,,,,,,,,,6,10,4.43,75000,8.2
node/1633870850,Kaithota,neighbourhood,,,77.765051,12.9672769,,ಕೈತೋಟ,,,,,,,,,,,,,,,,,,,,,,,5,5,4.08,50000,5.9
node/1634130640,Hagaduru,neighbourhood,,,77.7572092,12.9662071,,ಹಗದೂರು,,,,,,,,,,,,,,Hagadūru,,,,,,,,,4,3,3.19,75000,9.2
node/1660031421,Kaveri Nagara,neighbourhood,,,77.7052095,12.9977886,,ಕಾವೇರಿ ನಗರ,,,,,,,,,,,,,காவேரி நகரா,,,,,,,,,,4,3,1.01,30000,9.4
node/1681877266,Benniganahalli,neighbourhood,,,77.6626028,12.9949194,,ಬೆನ್ನಿಗಾನಹಳ್ಳಿ,,,,,,,,,,,,,,,,,,,,,,,10,10,1.58,40000,8.9
node/1684218036,Prithvi Layout,neighbourhood,,,77.7436455,12.977178,,ಪೃತ್ವಿ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,6,5,2.49,50000,9.0
node/1693175446,Darga Mohalla,neighbourhood,,,77.6731578,12.9997859,,ದರ್ಗಾ ಮೊಹಲ್ಲಾ,,,,,,,,,,,,,,,,,,,,,,,12,4,2.05,60000,5.3
node/1717894443,Shivaganga Layout,neighbourhood,,,77.6900527,12.9896897,,ಶಿವಗಂಗ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,13,7,0.55,40000,9.5
node/1757013241,BTM 2nd Stage,neighbourhood,,,77.6188862,12.9140788,,ಬಿಟಿಎಂ ೨ನೇ ಹಂತ,,,,,,,,,,,,,,,,,,,,,,,7,10,3.54,20000,4.3
node/1773577331,Annasandra Palya,neighbourhood,,,77.6729865,12.963659,,ಅನ್ನಸಂದ್ರ ಪಾಳ್ಯ,,,,,,,,,,,,,,,,,,,,,,,5,2,4.24,20000,5.3
node/1773577354,Lal Bahadur Shastri Nagar,neighbourhood,,,77.6715478,12.9678103,,ಲಾಲ್ ಬಹದ್ದೂರ್ ಶಾಸ್ತ್ರೀ ನಗರ,,,,,,,,,,,,,,,,,,,,,,,13,7,1.85,40000,8.8
node/1778942637,Marenahalli,neighbourhood,,,77.5306387,12.9687739,,ಮರೆನಹಳ್ಳಿ,,,,,,,,,,,,,,,,,,,,,,,9,8,4.24,75000,5.2
node/1778942893,Saraswathi Nagara,neighbourhood,,,77.5290026,12.9716073,,ಸರಸ್ವತಿ ನಗರ,,,,,,,,,,,,,,,,,,,,,,,6,7,4.16,50000,8.7
node/1778943773,Prashanth Nagar,neighbourhood,,,77.5313254,12.9776188,,ಪ್ರಶಾಂತ್ ನಗರ,,,,,,,,,,,,,,,,,,,,,,,7,7,0.65,20000,5.0
node/1778944439,Malagala,neighbourhood,,,77.5161012,12.9778698,,ಮಲಗಲ,,,,,,,,,,,,,,,,,,,,,,,9,7,0.43,75000,5.5
node/1778956732,Dasarahalli,neighbourhood,,,77.5427194,12.9784134,,ದಾಸರಹಳ್ಳಿ,,,,,,,,,,,,,தசரஹல்லி,,,,,,,,,,4,6,4.96,50000,4.3
node/1808809378,Kaveri Layout,neighbourhood,,,77.5268568,12.9731025,,ಕಾವೇರಿ ಬಡಾವಣೆ,,,,,,,,,,,,,,,,,,,,,,,13,10,4.4,15000,7.0
node/1809694369,GKW Layout,neighbourhood,,,77.5284446,12.9681052,,ಜಿಕೆಡಬ್ಲು ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,8,3,1.68,40000,5.7
node/1809694382,Vinayaka Layout,neighbourhood,,,77.5301934,12.9675066,,ವಿನಾಯಕ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,9,6,3.9,50000,7.5
node/1809717632,M C Layout,neighbourhood,,,77.5353937,12.9730957,,ಎಂ ಸಿ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,13,9,3.95,40000,8.0
node/1809717633,Binny Layout,neighbourhood,,,77.534246,12.9719088,,ಬಿನ್ನಿ ಬಡಾವಣೆ,,,,,,,,,,,,,,,,,,,,,,,3,5,0.59,80000,9.3
node/1809760725,Telecom Layout,neighbourhood,,,77.5467051,12.965528,,ಟೆಲಿಕಾಂ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,7,5,4.88,60000,9.1
node/1811327702,ITI Layout,neighbourhood,,,77.5016708,12.9665733,,ಐಟಿಐ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,4,9,4.27,80000,7.6
node/1813491559,NHCS Layout,neighbourhood,,,77.5310839,12.9725171,,ಎನ್‌ಎಚ್‌ಸಿಎಸ್ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,13,7,3.79,75000,5.4
node/1813491561,Central Excise Layout,neighbourhood,,,77.53298,12.9738535,,ಕೇಂದ್ರ ಅಬಕಾರಿ ಬಡಾವಣೆ,,,,,,,,,,,,,,,,,,,,,,,14,7,4.76,50000,5.5
node/1813501240,Rajajinagar 6th Block,neighbourhood,,,77.5537486,12.9783352,,ರಾಜಾಜಿನಗರ ೬ನೇ ಬ್ಲಾಕ್,,,,,,,,,,,,,,,,,,,,,,,11,4,1.16,80000,8.4
node/1828581707,Poojary Layout,neighbourhood,,,77.5764654,13.0268483,,ಪೂಜಾರಿ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,10,2,4.89,20000,5.8
node/1837948053,Kothandram Layout,neighbourhood,,,77.6178772,12.9852683,,ಕೋದಂಡರಾಮ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,6,6,3.04,80000,6.3
node/1843653195,Sampige Layout,neighbourhood,,,77.528243,12.9764697,,ಸಂಪಿಗೆ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,5,10,2.14,40000,7.9
node/1843653226,Amarjyothi Nagar,neighbourhood,,,77.5291201,12.9739241,,ಅಮರಜ್ಯೋತಿ ನಗರ,,,,,,,,,,,,,,,,,,,,,,,3,10,4.49,20000,4.9
node/1843665966,Kaveri Pura,neighbourhood,,,77.5255041,12.9769861,,ಕಾವೇರಿ ಪುರ,,,,,,,,,,,,,,,,,,,,,,,11,6,3.88,75000,5.0
node/1844365244,Lakshmipuram,neighbourhood,,,77.6306777,12.9775466,,ಲಕ್ಷ್ಮೀಪುರಂ,,,,,,,,,,,,,,,,,,,,,,,14,7,4.07,30000,9.2
node/1857028749,HAL 2nd Stage,neighbourhood,,,77.6437106,12.9689409,,ಎಚ್ಎಎಲ್ ೨ನೇ ಹಂತ,,,,,,,,,,,,,,,,,,,,,,,11,6,3.88,60000,8.0
node/1860933970,Doddathoguru,neighbourhood,,,77.6556155,12.8529125,,ದೋಡ್ಡತೋಗೂರು,,,,,,,,Doddathogur,,,,,,,,,,,,,,,3,7,2.92,15000,6.2
node/1877836586,Thalaghattapura,neighbourhood,,,77.5356688,12.8698169,,ತಲಘಟ್ಟಪುರ,,,,,,,,,,,,,தலகட்டபுரா,,,,,,,,,,9,1,0.4,60000,4.4
node/1966567908,Binnamangala,neighbourhood,,,77.6416769,12.9839881,,ಬಿನ್ನಮಂಗಲ,,,,,Indira Nagar,,,,,ബിന്നമംഗല,,,பின்னமங்கலா,,,,,,,,,,4,4,2.37,40000,5.8
node/1989418061,Yarandahalli,neighbourhood,,,77.6673579,12.8087698,,ಯಾರಂಡಹಳ್ಳಿ,,,,,,,,,,യാരണ്ടഹള്ളി,,,,,,,,,,,,,7,3,2.51,50000,9.2
node/2019307544,RBI Layout,neighbourhood,,,77.580509,12.8884396,,ಆರ್‌ಬಿಐ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,5,7,3.54,60000,7.4
node/2020102551,Navodaya Nagar,neighbourhood,,,77.5828765,12.8823286,,ನವೋದಯ ನಗರ,,,,,,,,,,,,,நவோதயா நகர்,,,,,,,,,,6,10,0.95,30000,7.8
node/2020104723,Shreyas Colony,neighbourhood,,,77.5824835,12.8831747,,ಶ್ರೇಯಸ್ ಕಾಲೋನಿ,,,,,,,,,,,,,,,,,,,,,,,14,1,1.62,40000,7.2
node/2021561645,Sri Rama Layout,neighbourhood,,,77.5810914,12.8929519,,ಶ್ರೀರಾಮ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,7,9,2.04,80000,6.8
node/2021572119,Jagruthi Colony,neighbourhood,,,77.5825355,12.8947001,,ಜಾಗೃತಿ ಕಾಲೋನಿ,,,,,,,,,,,,,,,,,,,,,,,8,6,0.87,15000,7.6
node/2026076829,Maruthi Extension,neighbourhood,,,77.5631012,12.9976424,,ಮಾರುತಿ ಬಡಾವಣೆ,,,,,,,,,,,,,,,,,,,,,,,11,2,1.23,15000,9.2
node/2026433130,Sri Guru Raghavendra Nagar,neighbourhood,,,77.5777361,12.8918543,,ಶ್ರೀ ಗುರುರಾಘುವೇಂದ್ರ ನಗರ,,,,,,,,,,,,,ஸ்ரீ குரு ராகவேந்திரா நகர்,,,,,,,,,,8,9,4.55,60000,6.0
node/2026433977,Lakshmi Nagar,neighbourhood,,,77.5786648,12.8925603,,ಲಕ್ಷ್ಮೀ ನಗರ,,,,,,,,,,,,,,,,,,,,,,,15,8,0.89,75000,8.8
node/2026453731,Eshwara Layout,neighbourhood,,,77.5759295,12.8917159,,ಈಶ್ವರ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,13,3,4.3,80000,7.6
node/2026489565,Yadava Layout,neighbourhood,,,77.5759964,12.890563,,ಯಾದವ ಲೇಔಟ್,,,,,,,,,,,,,யாதவா‌ லேஅவுட்,,,,,,,,,,11,3,3.13,30000,5.2
node/2030156020,Bank of Baroda Colony,neighbourhood,,,77.5837404,12.893481,,ಬ್ಯಾಂಕ್ ಆಫ್ ಬರೋಡ ಕಾಲೋನಿ,,,,,,,,,,,,,,,,,,,,,,,12,7,0.94,30000,8.8
node/2034326521,Sun City Layout,neighbourhood,,,77.5854089,12.8853616,,ಸನ್ ಸಿಟಿ ಲೇಔಟ್,,,,,,,,,,,,,சன் சிட்டி லேஅவுட்,,,,,,,,,,6,6,2.67,20000,6.9
node/2041904658,AECS Layout,neighbourhood,,,77.5753526,13.0311884,,ಎಇಸಿಎಸ್ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,14,8,1.75,50000,6.1
node/2046148406,Ramappa Layout,neighbourhood,,,77.5800418,12.8971719,,ರಾಮಪ್ಪ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,12,5,1.33,15000,9.4
node/2063164108,Nataraja Layout,neighbourhood,,,77.5836989,12.8900173,,ನಟರಾಜ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,13,3,4.11,20000,5.8
node/2066481132,M S Ramaiah City,neighbourhood,,,77.588126,12.8833125,,ಎಂ ಎಸ್ ರಾಮಯ್ಯ ನಗರ,,,,,,,,,,,,,,,,,,,,,,,4,5,3.33,60000,6.0
node/2066488017,Nrupathunga Nagar,neighbourhood,,,77.5837803,12.8829972,,ನೃಪತುಂಗ ನಗರ,,,,,,,,,,,,,,,,,,,,,,,4,9,1.87,20000,4.9
node/2084115337,Jaladarshini Layout,neighbourhood,,,77.5696419,13.0307999,,ಜಲದರ್ಶಿನಿ ಬಡಾವಣೆ,,,,,,,,,,,,,,,,,,,,,,,11,8,1.62,20000,6.3
node/2101165712,Tropical Paradise Layout,neighbourhood,,,77.6594748,12.8944383,,ಟ್ರೊಪಿಕಲ್ ಪ್ಯಾರಡೈಸ್ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,13,8,3.38,75000,7.9
node/2119786182,Maruthi Nagar,neighbourhood,,,77.6756305,12.9746062,,ಮಾರುತಿ ನಗರ,,,,,,,,,,,,,,,,,,,,,,,8,2,0.5,75000,7.3
node/2126383125,Madhuranagara,neighbourhood,,,77.7592972,12.9409303,,ಮಧುರನಗರ,,,,,,,,,,,,,,,,,,,,,,,5,9,4.05,30000,8.7
node/2126383127,Virgonagar,neighbourhood,,,77.734857,13.0331172,,ವಿರ್ಗೊನಗರ,,,,,,,,,,,,,,,,,,,,,,,7,10,1.1,15000,8.1
node/2126383133,Bhattarahalli,neighbourhood,,,77.714279,13.0258004,,ಭಟ್ಟರಹಳ್ಳಿ,,,,,,,,,,,,,,,,,,,,,,,15,4,3.2,60000,7.8
node/2180747096,K R Layout,neighbourhood,,,77.5828148,12.9034217,,ಕೆ ಆರ್ ಲೇಔಟ್,,,,,,,voice,,,,,,கே ஆர் லேஅவுட்,,,,,,,,,,11,2,4.14,60000,9.2
node/2181320617,Srinidhi Layout,neighbourhood,,,77.5708953,12.8830861,,ಶ್ರೀನಿಧಿ ಲೇಔಟ್,,,,,,,,,,,,,ஸ்ரீநிதி லேஅவுட்,,,,,,,,,,9,5,2.9,75000,8.1
node/2194305511,Govinda Reddy Layout,neighbourhood,,,77.5946165,12.8917559,,ಗೋವಿಂದ ರೆಡ್ಡಿ ಲೇಔಟ್,,,,,,,voice,,,,,,கோவிந்த ரெட்டி லேஅவுட்,,,,,,,,,,5,3,1.3,15000,8.8
node/2194305512,Mico Arekere Layout 1st Stage,neighbourhood,,,77.5941914,12.8905542,,ಮಿಕೊ ಅರಕೆರೆ ಲೇಔಟ್ ೧ನೇ ಹಂತ,,,,,,,voice,,,,,,,,,,,,,,,,14,2,1.29,75000,4.8
node/2268546047,Rustum Bagh,neighbourhood,,,77.6491037,12.9548407,,ರುಸ್ತುಂ ಬಾಗ್,,,,,,,,,,,,,,,,,,,,,,,11,1,3.76,20000,6.5
node/2287630829,Kamdhenu Nagar,neighbourhood,,,77.6864573,12.9960265,,ಕಾಮಧೇನು ನಗರ್,,,,,,,,,,,,,,,,,,,,,,,3,1,3.11,30000,5.7
node/2324491538,Deewanarapalya,neighbourhood,,,77.5611156,13.0233739,,ದೀವಾನರಪಾಳ್ಯ,,,,,,,,Diwanarapalya,,ദീവാനരപാല്യ,,,,,,,,,,,,,13,7,0.82,15000,6.0
node/2460375183,Amarjyothi Nagara,neighbourhood,,,77.5966914,13.0357115,,ಅಮರಜ್ಯೋತಿ ನಗರ,,,,,,,,,,,,,,,,,,,,,,,8,10,2.13,50000,6.0
node/2460400524,Coffee Board Layout,neighbourhood,,,77.6060803,13.0503251,,ಕಾಫಿ ಬೋರ್ಡ್ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,15,9,2.91,20000,5.0
node/2460558609,Dasarahalli,neighbourhood,,,77.6115282,13.0562455,,ದಾಸರಹಳ್ಳಿ,,,,,,,,,,,,,,,,,,,,,,,12,10,3.72,20000,4.2
node/2463032631,Shampura,neighbourhood,,,77.6140682,13.0272035,,ಶಾಂಪುರ,,,,,,,,,,,,,,,,,,,,,,,8,10,2.96,15000,5.6
node/2473283550,Ayyappanagara,neighbourhood,,,77.7094296,13.0027899,,ಅಯ್ಯಪ್ಪನಗರ,,,,,,,,,,,,,ஐயப்பநகரா,,,,,,,,,,12,6,2.99,20000,7.9
node/2477486442,Maragondanahalli,neighbourhood,,,77.6927879,13.0375814,,ಮಾರಗೊಂಡನಹಳ್ಳಿ,,,,,,,,,,,,,,,,,,,,,,,7,6,2.82,75000,5.7
node/2477505097,Varanasi,neighbourhood,,,77.6860657,13.0304962,,ವಾರಣಾಸಿ,,,,,,,,,,,,,வாரணாசி,,,,,,,,,,12,10,4.22,20000,8.1
node/2485942194,Devasandra,neighbourhood,,,77.7056756,13.0039325,,ದೇವಸಂದ್ರ,,,,,,,,,,,,,,,,,,,,,,,14,3,0.49,50000,4.1
